,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
49719,49720,0.72,Ideal,J,VVS2,61.5,57.0,2150,5.74,5.77,3.54
49722,49723,0.7,Fair,G,SI1,63.1,57.0,2150,5.64,5.58,3.54
49724,49725,0.7,Good,E,SI1,57.8,62.0,2150,5.79,5.84,3.36
49726,49727,0.7,Fair,H,VS1,64.9,56.0,2152,5.68,5.56,3.65
49729,49730,0.52,Premium,G,VVS1,61.9,61.0,2153,5.13,5.11,3.17
49735,49736,0.72,Ideal,J,SI1,62.3,55.0,2154,5.73,5.76,3.58
49737,49738,0.59,Very Good,G,VVS2,62.5,57.0,2155,5.32,5.36,3.34
49739,49740,0.7,Very Good,F,SI1,60.5,56.0,2155,5.73,5.8,3.49
49749,49750,0.62,Ideal,E,SI1,60.7,56.0,2156,5.54,5.57,3.37
49752,49753,0.56,Ideal,H,IF,61.3,55.0,2157,5.31,5.33,3.26
49761,49762,0.7,Premium,H,SI2,58.8,59.0,2159,5.92,5.84,3.44
49765,49766,0.53,Ideal,F,VVS2,61.3,57.0,2160,5.2,5.24,3.2
49773,49774,0.34,Fair,F,I1,55.8,62.0,2160,4.72,4.6,2.6
49774,49775,0.62,Very Good,G,VS1,60.1,58.0,2161,5.52,5.54,3.32
49783,49784,0.75,Ideal,J,VS1,61.9,56.0,2161,5.81,5.85,3.61
49784,49785,0.71,Ideal,F,SI2,59.9,59.0,2161,5.79,5.83,3.48
49791,49792,0.73,Premium,G,SI1,62.0,58.0,2163,5.75,5.8,3.58
49792,49793,0.85,Good,J,SI1,59.2,64.0,2163,6.13,6.17,3.64
49793,49794,0.51,Ideal,F,VVS1,61.7,57.0,2163,5.12,5.15,3.17
49796,49797,0.7,Ideal,F,SI2,60.1,57.0,2163,5.78,5.81,3.48
49806,49807,0.7,Good,E,SI1,64.3,57.0,2164,5.63,5.56,3.6
49808,49809,0.75,Ideal,H,SI1,62.1,57.0,2165,5.82,5.78,3.6
49811,49812,0.5,Ideal,F,VVS1,60.4,56.0,2165,5.16,5.21,3.13
49815,49816,0.61,Ideal,G,VS1,61.6,55.0,2166,5.45,5.49,3.37
49816,49817,0.7,Fair,D,SI2,65.6,55.0,2167,5.59,5.5,3.64
49828,49829,0.56,Premium,G,VVS1,59.7,59.0,2167,5.41,5.35,3.21
49832,49833,0.6,Fair,G,VVS2,57.9,67.0,2167,5.66,5.47,3.23
49837,49838,0.52,Ideal,F,VVS2,62.0,55.0,2168,5.16,5.2,3.21
49840,49841,0.59,Ideal,G,VVS2,62.2,56.0,2169,5.35,5.39,3.34
49845,49846,0.74,Very Good,J,VS1,62.7,58.0,2170,5.75,5.8,3.62
49846,49847,0.53,Very Good,D,VS1,60.5,58.0,2170,5.27,5.3,3.2
49854,49855,0.63,Premium,E,VS1,60.4,58.0,2171,5.59,5.64,3.39
49855,49856,0.67,Premium,H,VVS2,60.6,61.0,2171,5.65,5.61,3.41
49858,49859,0.7,Ideal,F,SI2,61.8,56.0,2171,5.69,5.71,3.52
49864,49865,0.71,Ideal,F,SI2,62.2,56.0,2173,5.76,5.7,3.56
49865,49866,0.51,Good,D,VVS2,63.1,58.0,2174,5.07,5.1,3.21
49871,49872,0.53,Ideal,F,VVS2,62.1,56.0,2175,5.15,5.22,3.22
49872,49873,0.71,Ideal,H,VS1,61.6,57.0,2175,5.74,5.79,3.55
49880,49881,0.7,Premium,H,SI1,60.3,55.0,2176,5.8,5.75,3.48
49884,49885,0.7,Premium,G,SI2,61.1,60.0,2177,5.67,5.62,3.45
49888,49889,0.61,Ideal,G,VS1,62.4,55.0,2177,5.39,5.44,3.38
49890,49891,0.51,Ideal,D,VS1,61.9,57.0,2177,5.17,5.14,3.19
49891,49892,0.54,Ideal,G,IF,61.5,56.0,2177,5.28,5.25,3.24
49893,49894,0.54,Ideal,D,VS2,60.0,56.0,2177,5.39,5.28,3.2
49895,49896,0.7,Ideal,G,SI2,62.7,57.0,2177,5.62,5.6,3.52
49897,49898,0.72,Ideal,J,VS1,61.1,56.0,2177,5.84,5.82,3.56
49914,49915,0.5,Good,E,VVS2,58.9,61.0,2183,5.18,5.2,3.06
49917,49918,0.7,Ideal,H,SI1,61.2,56.0,2184,5.69,5.74,3.5
49919,49920,0.7,Very Good,G,SI1,63.3,61.0,2184,5.6,5.55,3.53
49924,49925,0.7,Very Good,G,SI1,63.5,61.0,2184,5.64,5.61,3.57
49927,49928,0.7,Ideal,H,VS2,61.4,54.0,2184,5.77,5.66,3.51
49928,49929,0.7,Premium,F,SI2,62.9,60.0,2184,5.57,5.49,3.48
49931,49932,0.7,Ideal,H,SI1,62.0,55.0,2184,5.71,5.68,3.53
49932,49933,0.7,Premium,H,VS2,62.2,58.0,2184,5.74,5.68,3.55
49936,49937,0.58,Good,E,VS1,58.6,64.0,2185,5.4,5.46,3.18
49939,49940,0.7,Good,H,VS2,56.7,63.0,2187,5.87,5.92,3.34
49944,49945,0.72,Good,F,SI1,63.9,62.0,2188,5.7,5.63,3.62
49950,49951,0.3,Premium,H,SI1,62.2,60.0,540,4.28,4.24,2.65
49951,49952,0.3,Premium,H,SI1,61.6,62.0,540,4.3,4.24,2.63
49957,49958,0.3,Premium,H,SI1,61.2,62.0,540,4.31,4.28,2.63
49959,49960,0.3,Good,H,SI1,63.7,56.0,540,4.22,4.2,2.68
49962,49963,0.3,Very Good,E,SI2,63.5,55.0,540,4.3,4.27,2.72
49963,49964,0.3,Premium,E,SI2,61.7,61.0,540,4.31,4.28,2.65
49976,49977,0.29,Very Good,G,VVS2,61.6,56.0,541,4.24,4.28,2.63
49978,49979,0.31,Very Good,I,VVS1,63.6,55.0,541,4.27,4.32,2.73
49979,49980,0.3,Very Good,G,VS2,61.7,56.0,541,4.32,4.35,2.67
49980,49981,0.8,Good,F,SI2,63.9,57.0,2189,5.86,5.84,3.74
49981,49982,0.6,Ideal,E,VS2,61.2,56.0,2189,5.45,5.44,3.33
49985,49986,0.74,Good,F,SI2,59.3,61.0,2190,5.87,5.97,3.51
49993,49994,0.58,Ideal,E,VS1,62.9,54.0,2192,5.34,5.31,3.35
49994,49995,0.58,Premium,E,VS1,61.8,55.0,2192,5.39,5.35,3.32
49999,50000,0.59,Ideal,H,VVS1,62.1,55.0,2193,5.38,5.41,3.35
50000,50001,0.57,Ideal,F,VS1,61.0,56.0,2193,5.36,5.4,3.28
50002,50003,0.74,Premium,I,VS1,62.9,57.0,2193,5.79,5.76,3.63
50013,50014,0.7,Ideal,F,SI1,61.3,57.0,2196,5.76,5.79,3.54
50015,50016,0.7,Very Good,F,SI1,62.7,57.0,2196,5.63,5.67,3.54
50027,50028,0.73,Premium,I,VS1,61.8,62.0,2197,5.78,5.72,3.55
50030,50031,0.72,Ideal,H,SI1,60.3,59.0,2197,5.77,5.83,3.5
50036,50037,0.71,Very Good,F,SI1,63.3,60.0,2198,5.61,5.54,3.53
50037,50038,0.71,Fair,D,SI2,64.6,60.0,2198,5.62,5.59,3.62
50046,50047,0.59,Very Good,E,VS1,61.2,58.0,2200,5.4,5.45,3.32
50052,50053,0.58,Very Good,F,VVS2,60.0,57.0,2201,5.44,5.42,3.26
50053,50054,0.71,Very Good,G,SI1,62.7,59.0,2201,5.65,5.67,3.55
50054,50055,0.74,Premium,H,SI1,60.9,60.0,2201,5.81,5.75,3.52
50063,50064,0.8,Premium,J,VS1,61.6,60.0,2202,5.94,5.88,3.64
50065,50066,0.61,Ideal,D,VS2,62.0,56.0,2202,5.43,5.48,3.38
50067,50068,0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
50069,50070,0.69,Good,G,VS1,60.8,64.0,2202,5.77,5.66,3.47
50075,50076,0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
50076,50077,0.51,Ideal,F,VVS2,62.6,57.0,2203,5.13,5.1,3.2
50078,50079,0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
50086,50087,0.72,Very Good,H,VS1,62.8,56.0,2206,5.72,5.77,3.61
50090,50091,0.62,Ideal,G,VS1,60.7,55.0,2206,5.55,5.59,3.38
50094,50095,0.61,Premium,D,VS1,62.4,57.0,2207,5.46,5.44,3.4
50096,50097,0.62,Ideal,I,VVS1,61.1,55.0,2207,5.52,5.57,3.39
50101,50102,0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.63,3.59
50102,50103,0.71,Good,H,SI1,64.0,61.0,2207,5.61,5.54,3.57
50103,50104,0.71,Fair,I,VS2,64.7,60.0,2208,5.54,5.46,3.56
50104,50105,0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5
50106,50107,0.62,Ideal,E,VS2,62.0,54.5,2208,5.46,5.48,3.39
50108,50109,0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38
50109,50110,0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54
50111,50112,0.7,Very Good,G,SI1,62.8,58.0,2209,5.64,5.69,3.56
50116,50117,0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
50119,50120,0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11
50121,50122,0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
50123,50124,0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14
50125,50126,0.51,Very Good,E,VVS2,61.4,59.0,2211,5.1,5.16,3.15
50126,50127,0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
50129,50130,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3
50131,50132,0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45
50133,50134,0.7,Good,F,VS2,63.5,56.0,2212,5.64,5.45,3.52
50135,50136,0.72,Premium,G,SI1,61.2,62.0,2212,5.75,5.72,3.51
50136,50137,0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
50142,50143,0.6,Premium,D,VS2,59.6,59.0,2214,5.53,5.47,3.28
50147,50148,0.64,Ideal,E,SI1,60.9,57.0,2215,5.56,5.58,3.39
50150,50151,0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61
50152,50153,0.71,Premium,E,SI2,62.1,62.0,2215,5.7,5.67,3.53
50154,50155,0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61
50155,50156,0.54,Ideal,F,VVS2,61.2,55.0,2216,5.25,5.27,3.22
50160,50161,0.71,Very Good,J,VVS1,59.7,58.0,2218,5.8,5.83,3.47
50161,50162,0.72,Very Good,G,SI2,61.9,59.0,2218,5.67,5.71,3.52
50163,50164,0.7,Good,H,SI1,63.7,59.0,2218,5.53,5.59,3.54
50166,50167,0.54,Ideal,F,VVS2,61.4,56.0,2218,5.27,5.29,3.24
50167,50168,0.73,Ideal,I,SI2,62.4,56.0,2218,5.74,5.77,3.59
50174,50175,1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88
50178,50179,0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53
50179,50180,0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39
50180,50181,0.74,Very Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6
50188,50189,0.55,Ideal,D,VS2,60.6,56.0,2224,5.3,5.36,3.23
50192,50193,0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
50193,50194,0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59
50196,50197,0.52,Ideal,D,VS2,61.8,55.0,2225,5.19,5.23,3.22
50199,50200,0.71,Ideal,J,VVS2,60.3,61.0,2226,5.76,5.79,3.48
50202,50203,0.69,Very Good,D,SI1,57.6,62.0,2227,5.83,5.9,3.38
50209,50210,0.78,Very Good,I,SI1,63.1,56.0,2228,5.88,5.82,3.69
50213,50214,0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62
50216,50217,0.7,Very Good,F,SI1,62.2,58.0,2230,5.66,5.69,3.53
50219,50220,0.7,Very Good,F,SI1,61.8,58.0,2230,5.67,5.72,3.52
50228,50229,0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56
50237,50238,0.71,Ideal,I,VS2,62.3,59.0,2233,5.68,5.71,3.55
50245,50246,0.7,Ideal,G,SI2,61.3,58.0,2234,5.67,5.69,3.48
50246,50247,0.7,Good,I,VS2,59.4,57.0,2234,5.77,5.82,3.44
50247,50248,0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58
50251,50252,0.7,Premium,F,SI2,59.5,58.0,2234,5.82,5.72,3.44
50254,50255,0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49
50258,50259,0.56,Very Good,F,VVS2,59.5,61.0,2236,5.36,5.33,3.18
50260,50261,0.54,Ideal,G,VVS1,61.8,55.0,2236,5.27,5.24,3.25
50263,50264,0.61,Ideal,H,VVS1,60.3,56.0,2237,5.52,5.55,3.34
50266,50267,0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
50267,50268,0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19
50268,50269,0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
50271,50272,0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33
50273,50274,0.7,Very Good,E,SI1,62.6,58.0,2239,5.66,5.68,3.55
50274,50275,0.7,Good,E,SI1,61.9,58.0,2239,5.63,5.67,3.5
50275,50276,0.7,Good,E,SI1,62.7,61.0,2239,5.59,5.67,3.53
50277,50278,0.7,Very Good,E,SI1,58.7,60.0,2239,5.85,5.88,3.44
50283,50284,0.37,Very Good,E,SI2,61.9,55.0,541,4.63,4.67,2.87
50286,50287,0.31,Ideal,D,SI1,61.7,56.0,541,4.35,4.37,2.69
50288,50289,0.31,Very Good,G,VS1,62.7,54.0,542,4.35,4.36,2.73
50291,50292,0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69
50295,50296,0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44
50302,50303,0.27,Very Good,D,VVS1,61.0,61.0,544,4.14,4.15,2.53
50303,50304,0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73
50305,50306,0.31,Ideal,I,VS1,61.7,55.0,544,4.39,4.36,2.7
50307,50308,0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7
50310,50311,0.7,Good,E,SI2,57.8,61.0,2239,5.89,5.85,3.39
50312,50313,0.7,Premium,F,SI1,61.2,59.0,2239,5.7,5.64,3.47
50320,50321,0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56
50321,50322,0.7,Ideal,I,VS2,62.1,54.6,2240,5.68,5.72,3.54
50324,50325,0.65,Very Good,F,VS2,64.0,55.3,2241,5.5,5.57,3.54
50332,50333,0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58
50344,50345,0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83
50353,50354,0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51
50363,50364,0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21
50369,50370,0.72,Ideal,J,VVS1,62.5,56.0,2249,5.71,5.74,3.58
50372,50373,0.7,Very Good,F,SI1,62.8,57.0,2250,5.61,5.66,3.54
50375,50376,0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
50376,50377,0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
50380,50381,0.7,Very Good,F,VS2,63.5,56.0,2250,5.64,5.45,3.52
50391,50392,0.72,Ideal,H,SI2,60.8,56.0,2252,5.79,5.83,3.53
50396,50397,0.72,Good,D,SI2,64.1,57.0,2254,5.64,5.71,3.64
50397,50398,0.52,Ideal,G,VS2,62.0,55.0,2255,5.16,5.19,3.21
50402,50403,0.59,Very Good,G,VVS1,61.5,55.0,2256,5.4,5.43,3.33
50407,50408,0.7,Very Good,E,SI2,62.0,60.0,2257,5.67,5.72,3.53
50409,50410,0.77,Ideal,J,SI1,62.0,57.0,2257,5.84,5.87,3.63
50410,50411,1.01,Premium,F,I1,62.6,57.0,2257,6.42,6.3,3.99
50414,50415,0.71,Good,F,SI1,64.3,58.0,2258,5.61,5.55,3.59
50415,50416,0.67,Good,D,SI1,63.8,57.0,2258,5.53,5.48,3.51
50418,50419,0.71,Very Good,H,SI2,63.2,58.0,2259,5.63,5.67,3.57
50419,50420,0.53,Ideal,F,VVS2,61.0,56.0,2259,5.26,5.24,3.2
50425,50426,1.07,Premium,I,I1,59.8,59.0,2260,6.68,6.62,3.98
50433,50434,0.71,Premium,F,SI1,60.3,60.0,2262,5.76,5.79,3.48
50441,50442,0.7,Very Good,E,SI2,62.6,55.0,2263,5.62,5.69,3.54
50452,50453,0.7,Premium,F,SI1,60.5,58.0,2264,5.77,5.84,3.51
50456,50457,0.77,Good,I,SI1,62.3,55.0,2264,5.88,5.93,3.68
50458,50459,0.7,Premium,J,IF,60.5,59.0,2264,5.73,5.67,3.45
50464,50465,0.72,Ideal,E,SI1,59.8,57.0,2265,5.86,5.91,3.52
50466,50467,0.72,Ideal,I,VS1,62.3,55.0,2265,5.79,5.69,3.58
50473,50474,0.55,Good,F,IF,60.8,60.0,2266,5.26,5.36,3.23
50477,50478,0.7,Very Good,F,SI1,62.3,57.0,2267,5.62,5.65,3.51
50479,50480,0.7,Good,G,SI2,60.1,65.0,2268,5.7,5.65,3.41
50481,50482,0.55,Ideal,F,VVS2,62.0,55.0,2268,5.26,5.29,3.27
50482,50483,0.7,Ideal,I,VS2,62.2,55.0,2268,5.73,5.69,3.55
50485,50486,0.7,Premium,G,SI2,58.0,60.0,2268,5.91,5.88,3.42
50486,50487,0.7,Good,I,VS2,57.5,62.0,2268,5.81,5.78,3.33
50489,50490,0.7,Premium,I,VS2,60.8,59.0,2268,5.71,5.68,3.46
50494,50495,0.7,Premium,F,SI1,61.8,59.0,2268,5.76,5.67,3.53
50495,50496,0.73,Ideal,H,SI1,62.9,56.0,2269,5.79,5.75,3.63
50503,50504,0.71,Ideal,I,VS2,62.1,57.0,2270,5.72,5.64,3.53
50504,50505,0.71,Good,I,VS2,64.3,63.0,2270,5.63,5.56,3.6
50507,50508,0.54,Ideal,G,IF,62.3,56.0,2271,5.19,5.21,3.24
50509,50510,0.7,Good,I,VS1,64.4,60.0,2271,5.51,5.58,3.57
50510,50511,0.7,Good,I,VS1,64.3,58.0,2271,5.56,5.61,3.59
50514,50515,0.7,Very Good,I,VS2,62.3,58.0,2273,5.58,5.65,3.5
50517,50518,0.7,Premium,E,SI2,62.1,59.0,2273,5.65,5.63,3.5
50518,50519,0.7,Premium,E,SI2,62.9,59.0,2273,5.71,5.64,3.57
50520,50521,0.53,Ideal,F,VVS1,62.1,53.2,2273,5.17,5.21,3.22
50526,50527,0.7,Ideal,E,VS2,61.4,57.0,2274,5.72,5.78,3.53
50529,50530,0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
50531,50532,0.71,Fair,G,VS2,65.7,56.0,2274,5.51,5.54,3.63
50534,50535,0.54,Ideal,G,VS1,60.7,57.0,2274,5.29,5.26,3.2
50535,50536,0.5,Very Good,E,VVS2,62.4,55.0,2275,5.08,5.11,3.18
50537,50538,0.7,Very Good,E,SI1,61.3,61.0,2275,5.66,5.7,3.48
50540,50541,0.53,Ideal,F,VVS2,61.4,56.0,2275,5.19,5.23,3.2
50542,50543,0.66,Good,F,VS2,61.5,60.8,2275,5.55,5.6,3.43
50544,50545,0.79,Premium,H,SI1,61.8,59.0,2275,5.97,5.91,3.67
50554,50555,0.7,Ideal,G,SI1,62.1,58.0,2276,5.67,5.69,3.53
50555,50556,0.7,Ideal,G,SI1,62.4,56.0,2276,5.66,5.69,3.54
50556,50557,0.7,Good,I,SI1,58.5,61.0,2276,5.76,5.82,3.39
50558,50559,0.72,Good,H,SI1,63.7,59.0,2277,5.63,5.68,3.6
50560,50561,0.72,Very Good,H,SI1,61.5,56.0,2277,5.77,5.8,3.56
50562,50563,0.71,Very Good,H,VS1,62.8,58.0,2277,5.67,5.7,3.57
50567,50568,0.77,Very Good,F,SI2,61.1,59.0,2278,5.85,5.95,3.59
50569,50570,0.75,Ideal,E,SI2,62.1,57.0,2278,5.81,5.85,3.62
50570,50571,0.73,Ideal,G,SI1,61.6,57.0,2278,5.81,5.79,3.57
50571,50572,0.61,Ideal,E,VS2,62.2,54.0,2278,5.51,5.49,3.42
50573,50574,0.73,Fair,H,VS2,65.9,55.0,2278,5.68,5.64,3.74
50575,50576,0.73,Premium,E,SI2,61.8,58.0,2278,5.76,5.71,3.54
50579,50580,0.72,Ideal,J,IF,62.0,55.0,2279,5.74,5.77,3.57
50592,50593,0.65,Ideal,E,VS2,62.0,56.0,2282,5.6,5.57,3.46
50593,50594,0.77,Premium,F,SI2,62.2,58.0,2282,5.9,5.85,3.66
50595,50596,0.71,Good,I,VVS2,63.7,56.0,2283,5.68,5.63,3.6
50597,50598,0.5,Ideal,F,VVS2,61.8,53.0,2283,5.13,5.18,3.19
50599,50600,0.7,Ideal,E,SI2,62.5,54.0,2283,5.68,5.71,3.56
50601,50602,0.59,Ideal,G,VVS2,62.2,56.0,2283,5.39,5.35,3.34
50602,50603,0.92,Fair,H,SI2,66.1,57.0,2283,6.22,6.0,4.05
50604,50605,0.7,Premium,G,SI1,61.6,58.0,2285,5.71,5.65,3.5
50610,50611,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
50611,50612,0.27,Premium,G,VS2,62.4,59.0,397,4.11,4.13,2.57
50614,50615,0.27,Very Good,G,VS1,58.8,57.0,399,4.25,4.36,2.53
50621,50622,0.26,Very Good,F,SI1,61.3,55.0,401,4.15,4.21,2.56
50624,50625,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
50625,50626,0.3,Ideal,E,SI2,62.0,54.0,401,4.33,4.35,2.69
50630,50631,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
50631,50632,0.23,Very Good,E,VS2,60.8,58.0,402,3.98,4.02,2.43
50640,50641,0.31,Premium,G,VS2,61.2,58.0,544,4.32,4.37,2.66
50643,50644,0.31,Ideal,H,VS1,62.2,57.0,544,4.34,4.37,2.71
50645,50646,0.31,Very Good,E,SI1,63.0,57.0,544,4.29,4.32,2.71
50647,50648,0.31,Good,E,SI1,63.6,57.0,544,4.28,4.3,2.73
50649,50650,0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
50653,50654,0.31,Ideal,G,VS2,61.4,57.0,544,4.33,4.37,2.67
50661,50662,0.31,Good,E,SI1,63.2,59.0,544,4.28,4.33,2.72
50662,50663,0.31,Ideal,G,VS2,61.7,55.0,544,4.35,4.37,2.69
50668,50669,0.31,Ideal,G,VS2,59.6,57.0,544,4.4,4.43,2.63
50672,50673,0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74
50676,50677,0.5,Ideal,G,IF,60.8,54.0,2287,5.19,5.2,3.16
50678,50679,1.01,Fair,G,I1,64.5,56.0,2287,6.32,6.26,4.06
50693,50694,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
50704,50705,0.71,Ideal,F,SI2,60.7,57.0,2291,5.78,5.81,3.52
50705,50706,1.01,Very Good,D,I1,63.4,61.0,2291,6.38,6.3,4.02
50708,50709,0.77,Ideal,J,VS2,61.9,54.0,2292,5.89,5.94,3.66
50711,50712,0.7,Very Good,G,SI1,63.5,56.0,2293,5.64,5.7,3.6
50713,50714,0.53,Ideal,G,IF,60.6,56.0,2293,5.27,5.33,3.21
50718,50719,0.7,Very Good,I,VS1,61.4,57.0,2294,5.72,5.74,3.52
50721,50722,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
50731,50732,0.72,Ideal,G,SI2,62.3,54.0,2295,5.76,5.79,3.6
50735,50736,0.7,Very Good,H,SI1,60.4,61.0,2296,5.68,5.77,3.46
50737,50738,0.52,Ideal,D,VS1,62.2,56.0,2296,5.16,5.13,3.2
50738,50739,0.58,Premium,G,VS2,62.2,58.0,2297,5.35,5.32,3.32
50741,50742,0.71,Premium,F,SI1,60.4,58.0,2297,5.8,5.83,3.51
50748,50749,0.74,Very Good,F,SI2,59.6,60.0,2298,5.85,6.0,3.53
50753,50754,0.6,Ideal,F,VVS2,61.8,57.0,2298,5.36,5.42,3.33
50756,50757,0.56,Ideal,G,IF,61.7,55.0,2298,5.29,5.34,3.28
50757,50758,0.56,Ideal,G,IF,61.8,54.0,2298,5.31,5.33,3.29
50758,50759,0.72,Premium,F,SI2,60.5,59.0,2298,5.83,5.8,3.52
50761,50762,0.79,Very Good,J,VS2,60.8,56.0,2300,5.98,6.02,3.65
50766,50767,0.75,Ideal,J,VS1,62.9,57.0,2300,5.74,5.81,3.63
50772,50773,0.71,Fair,G,SI2,64.4,58.0,2300,5.59,5.56,3.59
50777,50778,0.59,Very Good,F,VVS2,63.5,59.0,2302,5.28,5.3,3.36
50778,50779,0.54,Ideal,D,VVS2,61.2,55.0,2302,5.25,5.31,3.23
50780,50781,0.7,Very Good,G,VS2,63.1,58.0,2302,5.69,5.66,3.58
50785,50786,0.55,Ideal,H,VVS1,61.6,55.0,2303,5.26,5.29,3.25
50795,50796,0.71,Good,I,VS1,63.3,56.0,2306,5.65,5.69,3.59
50803,50804,0.6,Ideal,E,VS1,62.2,56.0,2306,5.36,5.44,3.36
50807,50808,0.87,Ideal,H,SI2,63.0,57.0,2307,6.07,6.02,3.81
50810,50811,0.7,Premium,E,SI2,60.6,59.0,2307,5.76,5.73,3.48
50820,50821,0.71,Ideal,E,SI1,62.0,56.0,2308,5.72,5.77,3.56
50821,50822,0.72,Good,E,SI2,57.9,56.0,2308,5.93,5.85,3.41
50824,50825,0.64,Ideal,H,VVS1,62.2,58.0,2308,5.49,5.51,3.42
50825,50826,0.67,Very Good,F,VS2,59.4,59.5,2309,5.7,5.76,3.4
50829,50830,0.67,Good,F,VS2,58.1,62.0,2309,5.76,5.83,3.36
50834,50835,0.7,Very Good,G,SI1,61.7,56.0,2310,5.66,5.75,3.52
50846,50847,0.83,Good,J,SI1,63.8,58.0,2311,5.97,5.95,3.8
50848,50849,0.83,Premium,J,SI1,62.8,58.0,2311,6.0,5.95,3.75
50852,50853,0.7,Very Good,F,SI1,61.4,59.0,2312,5.67,5.7,3.49
50853,50854,0.7,Very Good,F,SI1,60.3,59.0,2312,5.73,5.78,3.47
50858,50859,0.7,Ideal,G,SI1,61.1,57.0,2312,5.72,5.77,3.51
50861,50862,0.7,Very Good,F,SI1,61.7,59.0,2313,5.64,5.68,3.49
50863,50864,0.82,Very Good,J,SI1,62.9,57.0,2313,5.88,5.94,3.72
50870,50871,0.63,Ideal,D,SI1,62.0,56.0,2313,5.5,5.47,3.4
50871,50872,0.81,Premium,I,SI1,61.8,58.0,2313,5.97,5.91,3.68
50873,50874,0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67
50874,50875,0.52,Very Good,F,VVS1,62.0,57.0,2314,5.11,5.15,3.18
50875,50876,0.55,Very Good,G,IF,60.2,60.0,2314,5.29,5.38,3.21
50877,50878,0.72,Premium,F,SI1,61.6,60.0,2314,5.79,5.73,3.55
50880,50881,0.71,Ideal,I,VS2,62.1,59.0,2315,5.73,5.7,3.55
50883,50884,0.76,Very Good,I,SI1,57.5,62.0,2316,6.03,6.08,3.48
50884,50885,0.83,Good,H,SI2,63.9,56.0,2316,5.93,5.99,3.81
50885,50886,0.72,Premium,G,SI1,61.3,56.0,2316,5.79,5.76,3.54
50888,50889,0.72,Premium,H,VS2,61.7,56.0,2316,5.77,5.73,3.55
